"","eventID","eventID.temp","eventIDnew","response.eventID","event.start.ts","event.end.ts","event.dur","event.Q.tot.m3","event.baseflow.tot.m3","event.quickflow.tot.m3","rain.start.ts","rain.eventn","rain.mean","rain.peak.mm.h","rain.peak.ts","rain.tot.mm","rain.dur","init.rain.mean","init.rain.peak.mm.h","init.rain.peak.ts","init.rain.centroid.ts","init.rain.tot.mm","init.rain.dur","Q.response.start.ts","Q.response.end.ts","Q.response.dur","Q.response.tot.m3","Q.response.base.m3","Q.response.quick.m3","Q.nopeaks","Q.peak.m3.s","Q.peak.ts","Q.peak.rank","Q.QXX","lag.start.dur","lag.peak.dur","lag.peakinit.dur","rlimb.dur","flimb.dur","rlimb.rain","interevent.dur","interevent.rainfall.tot.mm","interevent.Q.median","anti.rain.mm3h","anti.rain.mm6h","anti.rain.mm12h","anti.rain.mm24h","anti.rain.mm5d","anti.rain.mm30d","Q.dur","quickflow.start.ts","quickflow.end.ts","quickflow.dur","check.outlier1","check.outlier2","check.outlier3","check.manual"
"196",196,196,196,NA,2009-11-21 04:00:00,2009-11-22 13:00:00,118800s (~1.38 days),1608852.50585038,786073.313834018,822779.192016361,2009-11-21 04:00:00,1,0.339321470588235,2.67505,2009-11-21 13:00:00,2.8842325,26100s (~7.25 hours),0.339321470588235,2.67505,2009-11-21 13:00:00,NA,2.8842325,118800s (~1.38 days),2009-11-21 12:00:00,2009-11-22 13:00:00,90000s (~1.04 days),1426185.00518613,612729.573145511,813455.432040623,1,83.3444447475155,2009-11-22 01:00:00,0.965,"Q5",28800,43200,43200,46800s (~13 hours),43200s (~12 hours),1.876145,-7200s (~-2 hours),0.007075,29.9666667756365,2.25e-05,0.576875,2.090175,3.0876575,32.103665,92.2972,118800,1258776000,1258894800,118800,NA,FALSE,FALSE,FALSE
"197",197,197,197,NA,2009-11-22 03:00:00,2009-11-24 12:00:00,205200s (~2.38 days),3581402.5130233,1737579.97243395,1843822.54058935,2009-11-22 03:00:00,1,0.310608793103448,2.70401,2009-11-23 04:00:00,4.5038275,45900s (~12.75 hours),0.310608793103448,2.70401,2009-11-23 04:00:00,NA,4.5038275,205200s (~2.38 days),2009-11-22 19:00:00,2009-11-24 12:00:00,147600s (~1.71 days),2780482.51011086,1331633.65116343,1448848.85894743,1,124.64166711991,2009-11-23 21:00:00,0.99,"Q5",57600,61200,61200,93600s (~1.08 days),54000s (~15 hours),4.199825,-43200s (~-12 hours),1.0194075,69.3916669190003,0.1996875,1.903665,2.83302,4.5340425,31.2314425,92.40362,205200,1258858800,1259064000,205200,NA,FALSE,FALSE,FALSE
"198",198,198,198,NA,2009-11-23 21:00:00,2009-11-26 01:00:00,187200s (~2.17 days),3485212.51267352,1862884.33718636,1622328.17548715,2009-11-23 21:00:00,1,0.252465094339623,3.45881,2009-11-24 23:00:00,3.3451625,38700s (~10.75 hours),0.252465094339623,3.45881,2009-11-24 23:00:00,2009-11-25 11:00:00,3.3451625,187200s (~2.17 days),2009-11-24 23:00:00,2009-11-26 01:00:00,93600s (~1.08 days),1974305.0071793,975974.74134954,998330.26582976,1,127.013889350758,2009-11-25 16:00:00,0.991,"Q5",93600,61200,61200,61200s (~17 hours),32400s (~9 hours),2.71376,-61200s (~-17 hours),0.3065025,83.8680558605306,1.105955,2.7517775,4.24267,8.1465575,30.27244,92.3892075,187200,1259010000,1259197200,187200,NA,FALSE,FALSE,FALSE
"199",199,199,199,NA,2009-11-25 14:00:00,2009-11-30 15:00:00,435600s (~5.04 days),7743025.02815649,4931151.24054227,2811873.78761422,2009-11-25 14:00:00,1,0.277145163934426,3.07516,2009-11-28 16:00:00,8.4529275,95400s (~1.1 days),0.29147275862069,3.07516,2009-11-28 16:00:00,NA,8.45271,795600s (~1.32 weeks),2009-11-28 18:00:00,2009-11-30 15:00:00,162000s (~1.88 days),3078085.01119305,1642059.67011068,1436025.34108236,1,116.697222646576,2009-11-29 05:00:00,0.988,"Q5",273600,46800,46800,39600s (~11 hours),122400s (~1.42 days),6.5833825,-46800s (~-13 hours),0.8761,90.8375003303186,0.446485,2.3671275,2.7022125,7.36577,30.20852,93.26551,435600,1259157600,1259593200,435600,NA,TRUE,FALSE,FALSE
"200",200,200,200,NA,2009-12-03 02:00:00,2009-12-04 08:00:00,108000s (~1.25 days),1656560.00602386,975011.811542786,681548.194481076,2009-12-03 02:00:00,2,0.159727741935484,1.1452,2009-12-03 02:00:00,1.23789,21600s (~6 hours),0.224819090909091,1.1452,2009-12-03 02:00:00,2009-12-03 06:00:00,1.236505,75600s (~21 hours),2009-12-03 02:00:00,2009-12-04 08:00:00,108000s (~1.25 days),1656560.00602386,975011.811542786,681548.194481076,1,85.4555558663034,2009-12-03 21:00:00,0.967,"Q5",0,68400,68400,68400s (~19 hours),39600s (~11 hours),1.187705,205200s (~2.38 days),1.0514125,40.7291668147729,0.42791,0.5261675,1.3377125,3.8572475,27.7687825,89.3862125,108000,1259805600,1259913600,108000,NA,FALSE,FALSE,FALSE
"201",201,201,201,NA,2009-12-04 06:00:00,2009-12-07 03:00:00,248400s (~2.88 days),4437670.016137,2295285.17939534,2142384.83674166,2009-12-04 06:00:00,2,0.238859857142857,2.65158,2009-12-06 03:00:00,4.1800475,49500s (~13.75 hours),0.13847,0.84361,2009-12-04 21:00:00,2009-12-04 22:00:00,0.83082,82800s (~23 hours),2009-12-05 00:00:00,2009-12-07 03:00:00,183600s (~2.12 days),3871540.01407834,1756875.00746723,2114665.00661111,2,149.480556099122,2009-12-06 14:00:00,0.995,"Q5",64800,39600,147600,136800s (~1.58 days),46800s (~13 hours),4.0984525,-14400s (~-4 hours),0.0024,38.4472223620305,0.052015,0.71695,1.4758075,3.0442975,25.598105,90.3332775,248400,1259906400,1260154800,248400,NA,FALSE,FALSE,FALSE
"202",202,202,202,NA,2009-12-07 05:00:00,2009-12-09 17:00:00,216000s (~2.5 days),3606025.01311283,2105515.14275398,1500509.87035886,2009-12-07 05:00:00,2,0.227099836065574,2.04494,2009-12-08 11:00:00,3.4632725,36000s (~10 hours),0.355076153846154,2.04494,2009-12-08 11:00:00,2009-12-07 18:00:00,3.4619925,136800s (~1.58 days),2009-12-07 11:00:00,2009-12-09 17:00:00,194400s (~2.25 days),3375085.01227305,1879582.13701062,1495502.87526243,2,102.052778148879,2009-12-09 05:00:00,0.981,"Q5",21600,64800,64800,151200s (~1.75 days),43200s (~12 hours),3.4622925,NA,0,44.2638890498487,0.193105,0.6358575,3.6234925,5.20117,26.8170075,94.6565825,216000,1260162000,1260378000,216000,NA,FALSE,FALSE,FALSE
"203",203,203,203,NA,2009-12-09 20:00:00,2009-12-11 05:00:00,118800s (~1.38 days),1146397.50416872,886104.706089987,260292.798078737,2009-12-09 20:00:00,2,0.0588585294117647,1.86582,2009-12-09 21:00:00,0.5002975,12600s (~3.5 hours),0.4959375,1.86582,2009-12-09 21:00:00,2009-12-09 21:00:00,0.4959375,10800s (~3 hours),2009-12-09 22:00:00,2009-12-11 05:00:00,111600s (~1.29 days),1087995.00395635,831181.745340539,256813.258615811,0,52.4527779685154,2009-12-10 14:00:00,0.909,"Q10",7200,61200,61200,57600s (~16 hours),54000s (~15 hours),0.49618,3600s (~1 hours),0,31.5111112256971,0.001,0.0013,1.6824875,6.1178225,29.213135,97.13201,118800,1260388800,1260507600,118800,NA,FALSE,TRUE,FALSE
"204",204,204,204,NA,2009-12-16 14:00:00,2009-12-18 07:00:00,147600s (~1.71 days),1396640.0050787,973308.447471905,423331.557606792,2009-12-16 14:00:00,2,0.101586428571429,0.748,2009-12-17 00:00:00,1.0666575,17100s (~4.75 hours),0.284306666666667,0.748,2009-12-17 00:00:00,2009-12-16 19:00:00,1.06615,50400s (~14 hours),2009-12-16 17:00:00,2009-12-18 07:00:00,136800s (~1.58 days),1324700.0048171,902199.2830667,422500.721750396,1,52.4694446352426,2009-12-17 12:00:00,0.909,"Q10",10800,43200,43200,68400s (~19 hours),68400s (~19 hours),1.06624,457200s (~5.29 days),0.536005,27.9222223237577,0.04476,0.33745,0.578765,0.58057,18.0641525,97.6092475,147600,1260972000,1261119600,147600,NA,FALSE,FALSE,FALSE
"205",205,205,205,NA,2009-12-19 03:00:00,2009-12-21 03:00:00,172800s (~2 days),2065467.5075108,1114428.49697448,951039.01053632,2009-12-19 03:00:00,1,0.173719591836735,2.06,2009-12-19 11:00:00,2.128065,42300s (~11.75 hours),0.173719591836735,2.06,2009-12-19 11:00:00,2009-12-19 21:00:00,2.128065,172800s (~2 days),2009-12-19 14:00:00,2009-12-21 03:00:00,133200s (~1.54 days),1820045.00661835,869005.996082034,951039.01053632,1,83.2527780805155,2009-12-20 14:00:00,0.965,"Q5",39600,97200,97200,86400s (~1 days),46800s (~13 hours),1.948715,64800s (~18 hours),0,25.1972223138486,2.5e-05,2.5e-05,0.1172675,1.3647125,14.55366,97.3661325,172800,1261191600,1261364400,172800,NA,FALSE,FALSE,FALSE
"206",206,206,206,NA,2009-12-23 08:00:00,2009-12-24 14:00:00,108000s (~1.25 days),1527275.00555373,808372.689420608,718902.316133126,2009-12-23 08:00:00,1,0.18283064516129,1.86,2009-12-23 13:00:00,1.4169375,24300s (~6.75 hours),0.18283064516129,1.86,2009-12-23 13:00:00,2009-12-23 13:00:00,1.4169375,108000s (~1.25 days),2009-12-23 13:00:00,2009-12-24 14:00:00,90000s (~1.04 days),1393505.0050673,680633.829086957,712871.17598034,1,93.8777781191519,2009-12-24 06:00:00,0.975,"Q5",18000,61200,61200,61200s (~17 hours),28800s (~8 hours),1.41317,183600s (~2.12 days),0.556045,29.8972223309395,0.021785,0.1841175,0.5759775,2.7018525,13.014715,95.100955,108000,1261555200,1261663200,108000,NA,FALSE,FALSE,FALSE
"207",207,207,207,NA,2009-12-25 22:00:00,2009-12-28 06:00:00,201600s (~2.33 days),2344342.50852489,1482221.95816536,862120.550359529,2009-12-25 22:00:00,2,0.154379824561404,1.42759,2009-12-26 00:00:00,2.1999125,41400s (~11.5 hours),0.187192127659574,1.42759,2009-12-26 00:00:00,2009-12-26 03:00:00,2.1995075,165600s (~1.92 days),2009-12-26 05:00:00,2009-12-28 06:00:00,176400s (~2.04 days),2116525.00769646,1291869.60968538,824655.398011083,1,71.5583335935458,2009-12-26 20:00:00,0.95,"Q10",25200,72000,72000,54000s (~15 hours),122400s (~1.42 days),1.6513775,108000s (~1.25 days),0.44424,32.4333334512729,0.0722025,0.4044025,0.5616175,2.45999,12.368015,94.844925,201600,1261778400,1261980000,201600,NA,FALSE,FALSE,FALSE
"208",208,208,208,NA,2009-12-28 21:00:00,2009-12-31 17:00:00,244800s (~2.83 days),4459372.51621592,1658914.49485107,2800458.02136485,2009-12-28 21:00:00,2,0.245042608695652,2.66628,2009-12-29 12:00:00,4.226985,46800s (~13 hours),0.359707659574468,2.66628,2009-12-29 12:00:00,2009-12-29 10:00:00,4.226565,165600s (~1.92 days),2009-12-29 04:00:00,2009-12-31 17:00:00,219600s (~2.54 days),4299957.51563623,1499499.49427138,2800458.02136485,1,162.177778367516,2009-12-30 05:00:00,0.996,"Q5",25200,61200,61200,90000s (~1.04 days),129600s (~1.5 days),3.6380675,46800s (~13 hours),0.0075975,25.6138889820304,0.002175,0.008285,0.556415,2.58431,8.85732,95.225485,244800,1262034000,1262278800,244800,NA,FALSE,FALSE,FALSE
"209",209,209,209,NA,2010-01-04 20:00:00,2010-01-08 14:00:00,324000s (~3.75 days),2945995.01071272,2075883.77230375,870111.238408967,2010-01-04 20:00:00,3,0.14976989010989,1.44,2010-01-05 11:00:00,3.407265,48600s (~13.5 hours),0.340054,1.44,2010-01-05 11:00:00,2010-01-05 17:00:00,3.40054,140400s (~1.62 days),2010-01-05 13:00:00,2010-01-08 14:00:00,262800s (~3.04 days),2549797.509272,1689824.41216267,859973.097109336,1,63.9250002324548,2010-01-06 03:00:00,0.938,"Q10",61200,57600,57600,50400s (~14 hours),212400s (~2.46 days),2.52623,349200s (~4.04 days),0.4833,26.5916667633638,4e-05,6.5e-05,0.011135,0.4833375,12.5313525,91.7946525,324000,1262635200,1262959200,324000,NA,FALSE,FALSE,FALSE
"210",210,210,210,NA,2010-01-12 13:00:00,2010-01-14 08:00:00,154800s (~1.79 days),2201050.00800383,939450.64384503,1261599.3641588,2010-01-12 13:00:00,1,0.452134090909091,2.63,2010-01-13 01:00:00,4.973475,18900s (~5.25 hours),0.99469,2.63,2010-01-13 01:00:00,2010-01-12 23:00:00,4.97345,68400s (~19 hours),2010-01-12 17:00:00,2010-01-14 08:00:00,140400s (~1.62 days),2116080.00769485,856629.265145559,1259450.74254929,1,95.9861114601519,2010-01-13 15:00:00,0.977,"Q5",14400,50400,50400,79200s (~22 hours),61200s (~17 hours),4.973475,334800s (~3.88 days),1.4690625,24.8694445348789,0.0285,0.0285275,0.47578,1.4975625,13.269425,95.991925,154800,1263301200,1263456000,154800,NA,FALSE,FALSE,FALSE
"211",211,211,211,NA,2010-01-15 22:00:00,2010-01-17 22:00:00,172800s (~2 days),3922912.51426515,1163880.34611172,2759032.16815344,2010-01-15 22:00:00,1,0.448659795918367,4.88989,2010-01-16 17:00:00,5.4960825,21600s (~6 hours),0.955835217391304,4.88989,2010-01-16 17:00:00,2010-01-16 06:00:00,5.4960525,79200s (~22 hours),2010-01-16 00:00:00,2010-01-17 22:00:00,165600s (~1.92 days),3877510.01410005,1118477.84594661,2759032.16815344,1,162.675000591546,2010-01-16 18:00:00,0.996,"Q5",7200,3600,3600,64800s (~18 hours),100800s (~1.17 days),5.44232,129600s (~1.5 days),0.137365,25.647222315485,0.0079975,0.1452475,0.145315,5.11879,15.222155,101.0821375,172800,1263592800,1263765600,172800,NA,FALSE,FALSE,FALSE
"212",212,212,212,NA,2010-01-19 17:00:00,2010-01-21 06:00:00,133200s (~1.54 days),1535902.50558511,906275.163243871,629627.342341236,2010-01-19 17:00:00,1,0.189220789473684,2.40743,2010-01-20 05:00:00,1.7975975,21600s (~6 hours),0.312399565217391,2.40743,2010-01-20 05:00:00,2010-01-20 04:00:00,1.7962975,79200s (~22 hours),2010-01-19 23:00:00,2010-01-21 06:00:00,111600s (~1.29 days),1395682.50507522,766219.823211038,629462.681864177,1,73.0250002655458,2010-01-20 18:00:00,0.953,"Q5",21600,46800,46800,68400s (~19 hours),43200s (~12 hours),1.7962975,147600s (~1.71 days),0.012525,27.1416667653638,0.000145,0.00024,0.0127,5.5087775,15.98009,106.5113275,133200,1263920400,1264053600,133200,NA,FALSE,FALSE,FALSE
"213",213,213,213,NA,2010-01-21 13:00:00,2010-01-23 11:00:00,165600s (~1.92 days),1665995.00605817,1104970.80975465,561024.196303523,2010-01-21 13:00:00,2,0.0990472340425532,1.31729,2010-01-22 01:00:00,1.163805,23400s (~6.5 hours),0.1861436,1.31729,2010-01-22 01:00:00,2010-01-21 22:00:00,1.1633975,86400s (~1 days),2010-01-21 17:00:00,2010-01-23 11:00:00,151200s (~1.75 days),1569407.50570694,1008739.93096957,560667.574737371,1,60.0138891071215,2010-01-22 14:00:00,0.93,"Q10",14400,46800,46800,75600s (~21 hours),75600s (~21 hours),1.1633975,18000s (~5 hours),0,26.7763889862577,0.00132,0.00144,1.7976175,1.8101725,17.7763475,108.1958275,165600,1264078800,1264244400,165600,NA,FALSE,FALSE,FALSE
"214",214,214,214,NA,2010-01-28 20:00:00,2010-01-30 14:00:00,151200s (~1.75 days),1434697.50521709,909067.158184328,525630.34703276,2010-01-28 20:00:00,1,0.113114418604651,0.596,2010-01-29 00:00:00,1.21598,33300s (~9.25 hours),0.113114418604651,0.596,2010-01-29 00:00:00,2010-01-29 20:00:00,1.21598,151200s (~1.75 days),2010-01-29 01:00:00,2010-01-30 14:00:00,133200s (~1.54 days),1327567.50482752,803471.995631348,524095.509196175,1,61.9444446696972,2010-01-29 20:00:00,0.934,"Q10",18000,72000,72000,68400s (~19 hours),64800s (~18 hours),0.966115,457200s (~5.29 days),0.7597025,25.6888889823031,0.0438825,0.0689075,0.307695,0.4739625,15.81479,110.0851975,151200,1264708800,1264860000,151200,NA,FALSE,FALSE,FALSE
"215",215,215,215,NA,2010-02-01 04:00:00,2010-02-04 18:00:00,309600s (~3.58 days),3719230.01352449,1952533.78461709,1766696.2289074,2010-02-01 04:00:00,2,0.232986666666667,1.46,2010-02-02 13:00:00,5.06746,63900s (~17.75 hours),0.239711746031746,1.46,2010-02-02 13:00:00,2010-02-02 16:00:00,3.77546,223200s (~2.58 days),2010-02-02 11:00:00,2010-02-04 18:00:00,198000s (~2.29 days),3060910.0111306,1320017.81670662,1740892.19442397,1,84.7833336416367,2010-02-03 07:00:00,0.967,"Q5",111600,64800,64800,72000s (~20 hours),126000s (~1.46 days),2.9763125,129600s (~1.5 days),0.6967,23.1722223064849,0.152125,0.488325,0.7571475,1.95149,16.253335,111.1635,309600,1264996800,1265306400,309600,NA,FALSE,FALSE,FALSE
"216",216,216,216,NA,2010-02-04 01:00:00,2010-02-07 07:00:00,280800s (~3.25 days),3243100.0117931,1937899.66894252,1305200.34285059,2010-02-04 01:00:00,3,0.180909873417722,2.46325,2010-02-04 21:00:00,3.57297,33300s (~9.25 hours),0.486052083333333,2.46325,2010-02-04 21:00:00,2010-02-04 20:00:00,2.9163125,82800s (~23 hours),2010-02-04 20:00:00,2010-02-07 07:00:00,212400s (~2.46 days),2285455.00831076,1399856.19836309,885598.809947666,1,65.6055557941215,2010-02-05 16:00:00,0.941,"Q10",68400,68400,68400,72000s (~20 hours),140400s (~1.62 days),2.917885,-68400s (~-19 hours),1.3053925,56.9291668736821,0.7214425,0.9325725,3.741705,4.27721,15.06339,113.5786325,280800,1265245200,1265526000,280800,NA,FALSE,FALSE,FALSE
"217",217,217,217,NA,2010-02-14 21:00:00,2010-02-17 17:00:00,244800s (~2.83 days),2008280.00730284,1265429.9402314,742850.067071448,2010-02-14 21:00:00,1,0.214710434782609,1.63,2010-02-16 05:00:00,3.703755,48600s (~13.5 hours),0.246917,1.63,2010-02-16 05:00:00,2010-02-16 03:00:00,3.703755,212400s (~2.46 days),2010-02-16 02:00:00,2010-02-17 17:00:00,140400s (~1.62 days),1480782.50538467,739053.582396887,741728.922987783,1,64.9611113473336,2010-02-16 22:00:00,0.94,"Q10",104400,61200,61200,72000s (~20 hours),68400s (~19 hours),3.660545,648000s (~1.07 weeks),0.02234,22.4583334150001,0.00781,0.0084525,0.0106975,0.0133425,9.595565,114.13414,244800,1266181200,1266426000,244800,NA,FALSE,FALSE,FALSE
"218",218,218,218,NA,2010-03-23 11:00:00,2010-03-26 19:00:00,288000s (~3.33 days),2074025.00754192,1096978.20592412,977046.801617793,2010-03-23 11:00:00,2,0.287956049382716,2.15,2010-03-25 18:00:00,5.83111,59400s (~16.5 hours),0.3647985,2.15,2010-03-25 18:00:00,2010-03-24 11:00:00,5.4719775,212400s (~2.46 days),2010-03-23 17:00:00,2010-03-26 19:00:00,266400s (~3.08 days),2003285.00728468,1026238.20566689,977046.801617793,1,44.4500001616366,2010-03-26 07:00:00,0.882,"Q15",21600,46800,46800,223200s (~2.58 days),43200s (~12 hours),5.49234,2908800s (~4.81 weeks),12.4154625,17.1472222845758,1.5e-05,1.3186625,2.011585,4.82486,6.36345,80.09862,288000,1269342000,1269630000,288000,NA,FALSE,FALSE,FALSE
"219",219,219,219,NA,2010-03-28 11:00:00,2010-04-01 10:00:00,342000s (~3.96 days),3022095.01098945,1493908.9913834,1528186.01960605,2010-03-28 11:00:00,2,0.194938333333333,1.64217,2010-03-30 08:00:00,4.67852,77400s (~21.5 hours),0.217536395348837,1.64217,2010-03-30 08:00:00,2010-03-30 08:00:00,4.6770325,306000s (~3.54 days),2010-03-30 04:00:00,2010-04-01 10:00:00,194400s (~2.25 days),2132332.50775395,920999.513129845,1211332.9946241,2,59.6416668835457,2010-03-31 03:00:00,0.929,"Q10",147600,68400,68400,82800s (~23 hours),111600s (~1.29 days),3.96312,136800s (~1.58 days),0.4547775,20.6777778529698,6.75e-05,0.0007675,0.7544775,3.81492,12.62977,78.776255,342000,1269774000,1270116000,342000,NA,FALSE,FALSE,FALSE
"220",220,220,220,NA,2010-04-01 06:00:00,2010-04-04 17:00:00,298800s (~3.46 days),2072687.50753705,1321467.89078167,751219.616755388,2010-04-01 06:00:00,3,0.127074404761905,2.25728,2010-04-02 08:00:00,2.6685625,54000s (~15 hours),0.1773075,2.25728,2010-04-02 08:00:00,2010-04-02 18:00:00,2.6596125,212400s (~2.46 days),2010-04-02 10:00:00,2010-04-04 17:00:00,198000s (~2.29 days),1607482.5058454,883480.718961793,724001.786883605,1,59.5111113275154,2010-04-03 01:00:00,0.929,"Q10",100800,61200,61200,54000s (~15 hours),144000s (~1.67 days),1.748625,-21600s (~-6 hours),0.00465,19.5944445156971,0.3469525,0.6393375,2.645995,4.6770925,17.252805,78.2692825,298800,1270101600,1270400400,298800,NA,FALSE,FALSE,FALSE
"221",221,221,221,NA,2010-08-23 23:00:00,2010-08-27 22:00:00,342000s (~3.96 days),2333185.00848432,532138.667913995,1801046.34057032,2010-08-23 23:00:00,3,0.298950104166667,3.75758,2010-08-25 16:00:00,7.1748025,62100s (~17.25 hours),0.463496101694915,3.75758,2010-08-25 16:00:00,2010-08-25 10:00:00,6.8365675,208800s (~2.42 days),2010-08-25 08:00:00,2010-08-27 22:00:00,223200s (~2.58 days),2146815.00780661,371913.895341596,1774901.11246501,1,121.277778218788,2010-08-26 05:00:00,0.989,"Q5",118800,46800,46800,75600s (~21 hours),147600s (~1.71 days),6.836255,12196800s (~20.17 weeks),65.973065,7.76666669490912,0.0766325,0.645575,2.41091,4.687345,11.4832225,64.7507225,342000,1282604400,1282946400,342000,NA,FALSE,FALSE,FALSE
"222",222,222,222,NA,2010-09-06 04:00:00,2010-09-07 17:00:00,133200s (~1.54 days),1062190.00386251,242159.767965138,820030.235897376,2010-09-06 04:00:00,2,0.781963157894737,7.63,2010-09-06 15:00:00,7.42865,25200s (~7 hours),1.724175,7.63,2010-09-06 15:00:00,2010-09-06 14:00:00,6.8967,54000s (~15 hours),2010-09-06 15:00:00,2010-09-07 17:00:00,93600s (~1.08 days),993350.003612186,173319.76771481,820030.235897376,1,73.5972224898488,2010-09-07 05:00:00,0.953,"Q5",39600,50400,50400,50400s (~14 hours),43200s (~12 hours),6.89675,792000s (~1.31 weeks),2.294565,7.23888891521215,5e-05,1.48878,1.9559575,1.9787225,16.9706125,69.4487875,133200,1283745600,1283878800,133200,NA,FALSE,FALSE,FALSE
"223",223,223,223,NA,2010-09-28 09:00:00,2010-09-30 07:00:00,165600s (~1.92 days),851050.003094731,327002.332933844,524047.670160887,2010-09-28 09:00:00,3,0.326724042553191,3.98,2010-09-29 04:00:00,3.8390075,27000s (~7.5 hours),0.574247692307692,3.98,2010-09-29 04:00:00,2010-09-29 03:00:00,3.73261,90000s (~1.04 days),2010-09-29 03:00:00,2010-09-30 07:00:00,100800s (~1.17 days),727367.502644976,203319.832484089,524047.670160887,1,50.8583335182729,2010-09-29 23:00:00,0.904,"Q10",64800,68400,68400,72000s (~20 hours),28800s (~8 hours),3.732715,1778400s (~2.94 weeks),1.680325,7.81388891730306,0.0006475,0.000655,0.0048525,0.21804,1.6784325,73.36918,165600,1285664400,1285830000,165600,NA,FALSE,FALSE,FALSE
"224",224,224,224,NA,2010-09-30 03:00:00,2010-10-02 13:00:00,208800s (~2.42 days),1745690.00634797,466402.136174658,1279287.87017331,2010-09-30 03:00:00,1,0.298824745762712,2.74,2010-10-01 06:00:00,4.407665,36900s (~10.25 hours),0.367305416666667,2.74,2010-10-01 06:00:00,2010-10-01 06:00:00,4.407665,169200s (~1.96 days),2010-10-01 02:00:00,2010-10-02 13:00:00,126000s (~1.46 days),1529700.00556255,296304.137842333,1233395.86772022,1,97.5833336881822,2010-10-01 23:00:00,0.978,"Q5",82800,61200,61200,75600s (~21 hours),50400s (~14 hours),4.3854425,-21600s (~-6 hours),0.106395,14.8222222761213,0.0421525,2.7426925,3.7747625,3.78174,5.4340625,72.89112,208800,1285815600,1286024400,208800,NA,FALSE,FALSE,FALSE
"225",225,225,225,NA,2010-10-03 03:00:00,2010-10-04 08:00:00,104400s (~1.21 days),1606082.50584031,300338.772931628,1305743.73290868,2010-10-03 03:00:00,2,0.347428333333333,3.60992,2010-10-03 04:00:00,2.6057125,6300s (~1.75 hours),3.43685,3.60992,2010-10-03 04:00:00,2010-10-03 04:00:00,2.5776375,7200s (~2 hours),2010-10-03 04:00:00,2010-10-04 08:00:00,100800s (~1.17 days),1596417.50580516,291215.413651249,1305202.09215391,1,106.263889275303,2010-10-03 21:00:00,0.983,"Q5",3600,61200,61200,61200s (~17 hours),39600s (~11 hours),2.6057125,43200s (~12 hours),0,9.87222225812125,0.808995,0.808995,4.3015875,7.917305,10.608675,78.0434125,104400,1286074800,1286179200,104400,NA,FALSE,FALSE,FALSE
"226",226,226,226,NA,2010-10-05 08:00:00,2010-10-07 10:00:00,180000s (~2.08 days),985572.503583904,551037.052330412,434535.451253492,2010-10-05 08:00:00,2,0.0075756862745098,0.29206,2010-10-06 08:00:00,0.09659,10800s (~3 hours),1e-05,1e-05,2010-10-05 08:00:00,2010-10-05 08:00:00,5e-06,3600s (~1 hours),2010-10-06 01:00:00,2010-10-07 10:00:00,118800s (~1.38 days),691007.502512758,359858.010726602,331149.491786155,0,38.594444584788,2010-10-06 13:00:00,0.855,"Q15",61200,18000,104400,43200s (~12 hours),75600s (~21 hours),0.0930925,79200s (~22 hours),0.0428325,11.3250000411819,0.00025,0.042835,0.07091,4.6487625,12.2030225,78.9927325,180000,1286265600,1286445600,180000,NA,FALSE,TRUE,FALSE
"227",227,227,227,NA,2010-10-22 20:00:00,2010-10-25 03:00:00,198000s (~2.29 days),1019160.00370604,505611.242111457,513548.761594584,2010-10-22 20:00:00,2,0.252085892857143,3.11,2010-10-23 00:00:00,3.5292025,34200s (~9.5 hours),0.371362894736842,3.11,2010-10-23 00:00:00,2010-10-23 00:00:00,3.5279475,133200s (~1.54 days),2010-10-23 01:00:00,2010-10-25 03:00:00,180000s (~2.08 days),975382.503546849,461833.741952266,513548.761594584,1,38.594444584788,2010-10-23 23:00:00,0.855,"Q15",18000,82800,82800,79200s (~22 hours),100800s (~1.17 days),3.4467625,1324800s (~2.19 weeks),2.2731175,10.6250000386364,0.093865,0.463085,0.8525975,1.839495,5.0570025,76.1214975,198000,1287777600,1287975600,198000,NA,FALSE,FALSE,FALSE
"228",228,228,228,NA,2010-10-25 18:00:00,2010-10-28 10:00:00,230400s (~2.67 days),1767095.00642581,637796.181868515,1129298.82455729,2010-10-25 18:00:00,3,0.205689692307692,2.27229,2010-10-27 01:00:00,3.3424575,34200s (~9.5 hours),0.376612285714286,2.27229,2010-10-27 01:00:00,2010-10-26 09:00:00,3.2953575,122400s (~1.42 days),2010-10-26 05:00:00,2010-10-28 10:00:00,190800s (~2.21 days),1665042.50605471,535743.681497414,1129298.82455729,1,74.1638891585761,2010-10-27 03:00:00,0.954,"Q5",39600,7200,7200,79200s (~22 hours),111600s (~1.29 days),3.2730075,46800s (~13 hours),0.0222025,10.3611111487879,0.021995,0.023685,0.21748,3.9920425,5.9212125,79.63438,230400,1288029600,1288260000,230400,NA,FALSE,FALSE,FALSE
