"","eventID","eventID.temp","eventIDnew","response.eventID","event.start.ts","event.end.ts","event.dur","event.Q.tot.m3","event.baseflow.tot.m3","event.quickflow.tot.m3","rain.start.ts","rain.eventn","rain.mean","rain.peak.mm.h","rain.peak.ts","rain.tot.mm","rain.dur","init.rain.mean","init.rain.peak.mm.h","init.rain.peak.ts","init.rain.centroid.ts","init.rain.tot.mm","init.rain.dur","Q.response.start.ts","Q.response.end.ts","Q.response.dur","Q.response.tot.m3","Q.response.base.m3","Q.response.quick.m3","Q.nopeaks","Q.peak.m3.s","Q.peak.ts","Q.peak.rank","Q.QXX","lag.start.dur","lag.peak.dur","lag.peakinit.dur","rlimb.dur","flimb.dur","rlimb.rain","interevent.dur","interevent.rainfall.tot.mm","interevent.Q.median","anti.rain.mm3h","anti.rain.mm6h","anti.rain.mm12h","anti.rain.mm24h","anti.rain.mm5d","anti.rain.mm30d","Q.dur","quickflow.start.ts","quickflow.end.ts","quickflow.dur","check.outlier1","check.outlier2","check.outlier3","check.manual"
"132",132,132,132,NA,2008-01-30 19:00:00,2008-02-06 01:00:00,540000s (~6.25 days),6892192.52506255,3410343.68905035,3481848.8360122,2008-01-30 19:00:00,1,0.22412582781457,3.47323,2008-02-04 21:00:00,8.46075,118800s (~1.38 days),0.22412582781457,3.47323,2008-02-04 21:00:00,2008-02-03 15:00:00,8.46075,540000s (~6.25 days),2008-02-03 10:00:00,2008-02-06 01:00:00,226800s (~2.62 days),3776002.51373093,1515001.78501507,2261000.72871587,2,124.950000454364,2008-02-04 09:00:00,0.99,"Q5",313200,-43200,-43200,82800s (~23 hours),144000s (~1.67 days),5.989395,-234000s (~-2.71 days),3.168685,33.2166667874547,0.038215,0.948035,1.140085,1.1409625,18.7275225,79.1019575,540000,1201719600,1202259600,540000,NA,TRUE,FALSE,FALSE
"133",133,133,133,NA,2008-02-25 01:00:00,2008-02-27 12:00:00,212400s (~2.46 days),1475237.50536451,917580.120043178,557657.385321329,2008-02-25 01:00:00,2,0.188376,1.89,2008-02-26 01:00:00,2.82564,37800s (~10.5 hours),0.274763170731707,1.89,2008-02-26 01:00:00,2008-02-26 00:00:00,2.8163225,144000s (~1.67 days),2008-02-26 01:00:00,2008-02-27 12:00:00,126000s (~1.46 days),1109307.50403385,552195.516853963,557111.987179887,1,56.9361113181518,2008-02-26 15:00:00,0.922,"Q10",86400,50400,50400,50400s (~14 hours),75600s (~21 hours),2.8159225,1634400s (~2.7 weeks),0.56751,20.7138889642122,0.1972925,0.2025925,0.2338575,0.333355,1.4306725,78.6853425,212400,1203901200,1204113600,212400,NA,FALSE,FALSE,FALSE
"134",134,134,134,NA,2008-03-06 21:00:00,2008-03-12 17:00:00,504000s (~5.83 days),5969417.521707,2580647.31720764,3388770.20449936,2008-03-06 21:00:00,2,0.283109361702128,4.17053,2008-03-10 02:00:00,9.979605,101700s (~1.18 days),0.30667007751938,4.17053,2008-03-10 02:00:00,2008-03-10 02:00:00,9.89011,460800s (~5.33 days),2008-03-08 15:00:00,2008-03-12 17:00:00,352800s (~4.08 days),5304157.51928787,1964082.91889917,3340074.6003887,3,146.727778311334,2008-03-10 21:00:00,0.994,"Q5",151200,68400,68400,194400s (~2.25 days),158400s (~1.83 days),8.3898,716400s (~1.18 weeks),2.7015525,17.326388951894,0.0207175,0.02392,0.148125,1.38297,5.8608825,81.31087,504000,1204837200,1205341200,504000,NA,FALSE,TRUE,FALSE
"135",135,135,135,NA,2008-03-15 08:00:00,2008-03-17 08:00:00,172800s (~2 days),1654060.00601477,972414.275826067,681645.730188703,2008-03-15 08:00:00,1,0.196960612244898,2.66452,2008-03-15 13:00:00,2.4127675,24300s (~6.75 hours),0.321702333333333,2.66452,2008-03-15 13:00:00,2008-03-15 12:00:00,2.4127675,104400s (~1.21 days),2008-03-15 12:00:00,2008-03-17 08:00:00,158400s (~1.83 days),1572980.00571993,891334.275531231,681645.730188703,1,59.9388891068487,2008-03-16 06:00:00,0.93,"Q10",14400,61200,61200,64800s (~18 hours),93600s (~1.08 days),2.3121375,219600s (~2.54 days),1.6212175,28.5944445484243,0.0459175,0.128335,1.4872375,2.800125,17.3299225,91.3500375,172800,1205568000,1205740800,172800,NA,FALSE,FALSE,FALSE
"136",136,136,136,NA,2008-03-25 18:00:00,2008-03-27 08:00:00,136800s (~1.58 days),1017540.00370015,656874.099602346,360665.904097804,2008-03-25 18:00:00,2,0.188595128205128,2.97,2008-03-26 05:00:00,1.8388025,24300s (~6.75 hours),0.340969523809524,2.97,2008-03-26 05:00:00,2008-03-26 05:00:00,1.79009,72000s (~20 hours),2008-03-26 06:00:00,2008-03-27 08:00:00,93600s (~1.08 days),815580.002965749,455923.630576053,359656.372389696,1,45.8250001666366,2008-03-27 00:00:00,0.887,"Q15",43200,68400,68400,64800s (~18 hours),28800s (~8 hours),1.810885,720000s (~1.19 weeks),3.44044,20.8694445203334,6.25e-05,6.25e-05,0.6240025,2.064885,17.47749,87.57143,136800,1206468000,1206604800,136800,NA,FALSE,FALSE,FALSE
"137",137,137,137,NA,2008-03-27 20:00:00,2008-03-29 16:00:00,158400s (~1.83 days),1260180.00458248,772931.774019797,487248.230562681,2008-03-27 20:00:00,2,0.318320222222222,2.98,2008-03-28 07:00:00,3.5811025,31500s (~8.75 hours),0.349496785714286,2.98,2008-03-28 07:00:00,2008-03-28 07:00:00,2.4464775,97200s (~1.12 days),2008-03-28 07:00:00,2008-03-29 16:00:00,118800s (~1.38 days),1076157.5039133,588909.273350623,487248.230562681,1,55.1833335340002,2008-03-29 00:00:00,0.917,"Q10",39600,61200,61200,61200s (~17 hours),57600s (~16 hours),2.4464775,36000s (~10 hours),7.25e-05,18.7500000681819,0.0068725,0.055585,1.84453,2.456965,18.4601,88.64689,158400,1206648000,1206806400,158400,NA,FALSE,FALSE,FALSE
"138",138,138,138,NA,2008-03-29 07:00:00,2008-03-30 23:00:00,144000s (~1.67 days),1627762.50591914,788849.665584313,838912.84033483,2008-03-29 07:00:00,2,0.330855853658537,3.85,2008-03-29 18:00:00,3.3912725,27900s (~7.75 hours),0.5388525,3.85,2008-03-29 18:00:00,2008-03-29 17:00:00,3.233115,82800s (~23 hours),2008-03-29 18:00:00,2008-03-30 23:00:00,104400s (~1.21 days),1334707.50485349,589005.981624016,745701.523229472,1,74.8055558275761,2008-03-30 12:00:00,0.955,"Q5",39600,64800,64800,64800s (~18 hours),39600s (~11 hours),3.233115,-39600s (~-11 hours),1.37621,28.1722223246668,0.3292575,1.62322,2.4528125,4.291615,19.0523675,86.99855,144000,1206774000,1206918000,144000,NA,FALSE,FALSE,FALSE
"139",139,139,139,NA,2008-04-10 04:00:00,2008-04-14 16:00:00,388800s (~4.5 days),2261372.50822318,1573927.33177962,687445.176443567,2008-04-10 04:00:00,1,0.130825871559633,1.09,2008-04-11 20:00:00,3.565005,69300s (~19.25 hours),0.167764823529412,1.09,2008-04-11 20:00:00,2008-04-11 21:00:00,3.5650025,302400s (~3.5 days),2008-04-13 01:00:00,2008-04-14 16:00:00,140400s (~1.62 days),1254480.00456175,577625.899912257,676854.104649493,1,63.8833335656366,2008-04-13 20:00:00,0.938,"Q10",248400,172800,172800,68400s (~19 hours),72000s (~20 hours),3.5650025,874800s (~1.45 weeks),3.0703625,18.450000067091,0.000225,0.000225,0.1813925,2.29932,13.752965,72.99006,388800,1207800000,1208188800,388800,NA,TRUE,FALSE,FALSE
"140",140,140,140,NA,2008-04-26 19:00:00,2008-05-01 18:00:00,428400s (~4.96 days),2627307.50955386,1512631.07417275,1114676.4353811,2008-04-26 19:00:00,1,0.251227583333333,2.5,2008-04-29 12:00:00,7.5368275,105300s (~1.22 days),0.251227583333333,2.5,2008-04-29 12:00:00,2008-04-29 17:00:00,7.5368275,428400s (~4.96 days),2008-04-29 12:00:00,2008-05-01 18:00:00,194400s (~2.25 days),1838015.0066837,726698.692821272,1111316.31386243,2,61.1055557777578,2008-05-01 03:00:00,0.932,"Q10",234000,140400,140400,140400s (~1.62 days),54000s (~15 hours),7.3621125,1040400s (~1.72 weeks),6.1800375,15.1125000549546,0.0019725,0.002265,0.068835,3.5695075,10.02483,76.43145,428400,1209236400,1209664800,428400,NA,TRUE,FALSE,FALSE
"141",141,141,141,NA,2008-05-01 02:00:00,2008-05-03 04:00:00,180000s (~2.08 days),1323655.0048133,711054.74043998,612600.264373316,2008-05-01 02:00:00,3,0.0301637254901961,0.565,2008-05-01 20:00:00,0.3845875,31500s (~8.75 hours),0.0581946153846154,0.565,2008-05-01 20:00:00,2008-05-02 19:00:00,0.378265,460800s (~5.33 days),2008-05-01 21:00:00,2008-05-03 04:00:00,111600s (~1.29 days),686665.002496967,428757.047891506,257907.954605461,0,38.2166668056365,2008-05-02 13:00:00,0.853,"Q15",68400,61200,61200,57600s (~16 hours),54000s (~15 hours),0.381815,-64800s (~-18 hours),0.1854825,38.0388890272123,1.146955,3.1322925,5.9778,7.2548875,16.367015,81.6594075,180000,1209607200,1209787200,180000,NA,FALSE,TRUE,FALSE
"142",142,142,142,NA,2008-07-04 10:00:00,2008-07-08 08:00:00,338400s (~3.92 days),1384390.00503415,664882.176922254,719507.828111897,2008-07-04 10:00:00,2,0.629920736842105,7.64,2008-07-06 03:00:00,14.9606175,73800s (~20.5 hours),0.71187,7.64,2008-07-06 03:00:00,2008-07-06 02:00:00,14.94927,298800s (~3.46 days),2008-07-06 15:00:00,2008-07-08 08:00:00,147600s (~1.71 days),1019365.00370679,300753.988073755,718611.015633031,1,59.130555770576,2008-07-07 17:00:00,0.928,"Q10",190800,136800,136800,93600s (~1.08 days),54000s (~15 hours),14.767955,5371200s (~8.88 weeks),38.2230775,10.0916667033637,0.0014325,0.241685,3.891335,6.6273625,13.976025,83.9354525,338400,1215165600,1215504000,338400,NA,FALSE,FALSE,FALSE
"143",143,143,143,NA,2008-07-08 21:00:00,2008-07-10 19:00:00,165600s (~1.92 days),4193690.0152498,441246.237996577,3752443.77725322,2008-07-08 21:00:00,2,0.914808936170213,4.33758,2008-07-09 11:00:00,10.749005,29700s (~8.25 hours),1.7166624,4.33758,2008-07-09 11:00:00,2008-07-09 08:00:00,10.72914,86400s (~1 days),2008-07-09 02:00:00,2008-07-10 19:00:00,147600s (~1.71 days),4155307.51511023,402863.737857004,3752443.77725322,1,228.27777860788,2008-07-10 00:00:00,0.999,"Q5",18000,46800,46800,79200s (~22 hours),68400s (~19 hours),10.72914,39600s (~11 hours),0.158415,8.53333336436367,0.16754,0.1793175,4.33197,14.5075075,27.527855,90.6596575,165600,1215550800,1215716400,165600,NA,FALSE,FALSE,FALSE
"144",144,144,144,NA,2008-08-04 06:00:00,2008-08-06 13:00:00,198000s (~2.29 days),1244007.50452367,526658.186276788,717349.318246881,2008-08-04 06:00:00,1,0.297053035714286,3.84,2008-08-05 04:00:00,4.1587425,40500s (~11.25 hours),0.297053035714286,3.84,2008-08-05 04:00:00,2008-08-05 06:00:00,4.1587425,198000s (~2.29 days),2008-08-05 02:00:00,2008-08-06 13:00:00,126000s (~1.46 days),1062190.00386251,344840.685615633,717349.318246881,1,55.4361113126972,2008-08-05 21:00:00,0.918,"Q10",72000,61200,61200,68400s (~19 hours),57600s (~16 hours),4.0065675,2106000s (~3.48 weeks),15.064895,11.6861111536061,0.129495,1.46242,1.6111875,5.22989,14.37235,98.8232775,198000,1217829600,1218027600,198000,NA,FALSE,FALSE,FALSE
"145",145,145,145,NA,2008-08-09 05:00:00,2008-08-11 06:00:00,176400s (~2.04 days),2440347.508874,644329.909311101,1796017.5995629,2008-08-09 05:00:00,1,0.4818282,2.85322,2008-08-09 17:00:00,6.0228525,42300s (~11.75 hours),0.4818282,2.85322,2008-08-09 17:00:00,NA,6.0228525,176400s (~2.04 days),2008-08-09 09:00:00,2008-08-11 06:00:00,162000s (~1.88 days),2395890.00871234,600762.185372745,1795127.82333959,1,126.144444903152,2008-08-10 08:00:00,0.991,"Q5",14400,54000,54000,82800s (~23 hours),79200s (~22 hours),5.29323,223200s (~2.58 days),3.529445,21.1750000770001,0.008575,0.042015,1.4876525,5.3199725,21.4771775,103.42957,176400,1218258000,1218434400,176400,NA,FALSE,FALSE,FALSE
"146",146,146,146,NA,2008-08-10 06:00:00,2008-08-15 16:00:00,468000s (~5.42 days),7301282.52655015,2252158.15744639,5049124.36910376,2008-08-10 06:00:00,2,0.549464809160305,10.65102,2008-08-12 01:00:00,17.9949725,99900s (~1.16 days),0.625582260869565,10.65102,2008-08-12 01:00:00,2008-08-12 01:00:00,17.98549,500400s (~5.79 days),2008-08-12 00:00:00,2008-08-15 16:00:00,316800s (~3.67 days),5730150.02083693,1658419.23908043,4071730.7817565,2,163.552778372516,2008-08-13 22:00:00,0.996,"Q5",151200,162000,162000,165600s (~1.92 days),151200s (~1.75 days),16.4775725,-93600s (~-1.08 days),1.49391,46.3861112797881,1.561005,5.17668,5.2048225,8.8400175,26.6537825,107.497095,468000,1218348000,1218816000,468000,NA,FALSE,FALSE,FALSE
"147",147,147,147,NA,2008-08-30 23:00:00,2008-09-02 21:00:00,252000s (~2.92 days),2717955.00988349,1047723.84564657,1670231.16423691,2008-08-30 23:00:00,1,0.309858591549296,2.58,2008-09-01 14:00:00,5.49999,53100s (~14.75 hours),0.309858591549296,2.58,2008-09-01 14:00:00,NA,5.49999,252000s (~2.92 days),2008-09-01 14:00:00,2008-09-02 21:00:00,111600s (~1.29 days),2150782.50782104,480982.231567335,1669800.2762537,1,130.533333808001,2008-09-02 07:00:00,0.992,"Q5",140400,61200,61200,61200s (~17 hours),50400s (~14 hours),5.026495,1314000s (~2.17 weeks),8.177505,20.076388961894,9.25e-05,0.000225,0.0011775,0.03786,24.83141,117.6202275,252000,1220137200,1220389200,252000,NA,FALSE,FALSE,FALSE
"148",148,148,148,NA,2008-09-02 09:00:00,2008-09-08 04:00:00,500400s (~5.79 days),10205267.5371101,3631384.27379672,6573883.26331338,2008-09-02 09:00:00,2,0.57812,8.08693,2008-09-05 07:00:00,20.2342,102600s (~1.19 days),0.703130086956522,8.08693,2008-09-05 07:00:00,2008-09-04 03:00:00,20.21499,619200s (~1.02 weeks),2008-09-03 06:00:00,2008-09-08 04:00:00,424800s (~4.92 days),9071617.53298774,3285217.0419956,5786400.49099213,3,163.394445038607,2008-09-04 17:00:00,0.996,"Q5",75600,-50400,-50400,126000s (~1.46 days),298800s (~3.46 days),11.75737,-50400s (~-14 hours),0.476435,90.7472225522125,0.81911,3.64498,3.9419075,5.03819,17.5260225,122.1765425,500400,1220346000,1220846400,500400,NA,FALSE,TRUE,FALSE
"149",149,149,149,NA,2008-10-03 10:00:00,2008-10-06 08:00:00,252000s (~2.92 days),1998865.00726861,1017608.93520888,981256.072059733,2008-10-03 10:00:00,2,0.267671267605634,2.37,2008-10-05 05:00:00,4.751165,43200s (~12 hours),0.386522448979592,2.37,2008-10-05 05:00:00,2008-10-05 00:00:00,4.7349,172800s (~2 days),2008-10-05 00:00:00,2008-10-06 08:00:00,115200s (~1.33 days),1457702.50530074,477423.919814409,980278.585486333,1,82.622222522667,2008-10-05 17:00:00,0.964,"Q5",136800,43200,43200,61200s (~17 hours),54000s (~15 hours),4.7349025,2174400s (~3.6 weeks),10.744195,20.5916667415455,0.1799525,0.9926975,2.81024,4.82114,6.7061325,130.369265,252000,1223028000,1223280000,252000,NA,FALSE,FALSE,FALSE
"150",150,150,150,NA,2008-10-06 06:00:00,2008-10-09 07:00:00,262800s (~3.04 days),1742795.00633744,1170987.64937498,571807.356962467,2008-10-06 06:00:00,2,0.109036486486486,2.22,2008-10-07 06:00:00,2.017175,35100s (~9.75 hours),0.197573076923077,2.22,2008-10-07 06:00:00,2008-10-07 05:00:00,1.9263375,136800s (~1.58 days),2008-10-07 04:00:00,2008-10-09 07:00:00,183600s (~2.12 days),1357970.00493808,823449.959731023,534520.045207055,1,48.7527779550608,2008-10-08 00:00:00,0.897,"Q15",79200,64800,64800,72000s (~20 hours),111600s (~1.29 days),1.9263375,-14400s (~-4 hours),0.016305,25.0888889801213,0.0017925,0.614225,4.60894,6.86459,9.7809525,135.0655225,262800,1223272800,1223535600,262800,NA,FALSE,FALSE,FALSE
"151",151,151,151,NA,2008-10-20 01:00:00,2008-10-21 22:00:00,162000s (~1.88 days),2462792.50895562,655307.926083735,1807484.58287188,2008-10-20 01:00:00,2,0.551539347826087,4.26598,2008-10-20 16:00:00,6.3427025,31500s (~8.75 hours),1.31035055555556,4.26598,2008-10-20 16:00:00,2008-10-20 13:00:00,5.8965775,61200s (~17 hours),2008-10-20 09:00:00,2008-10-21 22:00:00,133200s (~1.54 days),2355157.50856422,547672.925692335,1807484.58287188,1,130.808333809001,2008-10-21 05:00:00,0.992,"Q5",28800,46800,46800,72000s (~20 hours),61200s (~17 hours),5.8965775,921600s (~1.52 weeks),3.0394175,16.3666667261819,0.002675,0.0124775,0.5601925,0.814775,14.502475,134.167825,162000,1224464400,1224626400,162000,NA,FALSE,FALSE,FALSE
"152",152,152,152,NA,2008-10-21 06:00:00,2008-10-23 09:00:00,183600s (~2.12 days),2491972.50906173,923103.369685077,1568869.13937665,2008-10-21 06:00:00,2,0.176143846153846,2.34652,2008-10-22 08:00:00,2.28987,33300s (~9.25 hours),0.234700769230769,2.34652,2008-10-22 08:00:00,2008-10-22 06:00:00,2.2883325,136800s (~1.58 days),2008-10-22 07:00:00,2008-10-23 09:00:00,93600s (~1.08 days),1176537.50427832,517034.800812976,659502.703465347,1,70.0333335880003,2008-10-22 21:00:00,0.948,"Q10",90000,46800,46800,50400s (~14 hours),43200s (~12 hours),2.2883325,-64800s (~-18 hours),0.4647,71.8222224833943,0.1746625,5.4014575,5.90269,6.62057,18.517285,139.7857625,183600,1224568800,1224752400,183600,NA,FALSE,FALSE,FALSE
"153",153,153,153,NA,2008-10-23 07:00:00,2008-10-25 02:00:00,154800s (~1.79 days),1217627.50442774,794906.578556513,422720.925871229,2008-10-23 07:00:00,1,0.128982272727273,1.66695,2008-10-23 16:00:00,1.418805,24300s (~6.75 hours),0.189174,1.66695,2008-10-23 16:00:00,2008-10-23 16:00:00,1.418805,104400s (~1.21 days),2008-10-24 00:00:00,2008-10-25 02:00:00,93600s (~1.08 days),860932.503130668,487287.432568655,373645.070562013,1,48.0916668415457,2008-10-24 14:00:00,0.895,"Q15",61200,79200,79200,50400s (~14 hours),43200s (~12 hours),1.418805,-14400s (~-4 hours),0.0015375,31.8166667823638,0.0025325,1.109645,2.2861125,8.187015,17.97936,141.8537525,154800,1224745200,1224900000,154800,NA,FALSE,FALSE,FALSE
"154",154,154,154,NA,2008-10-25 20:00:00,2008-10-28 14:00:00,237600s (~2.75 days),3066495.0111509,1356393.65028097,1710101.36086993,2008-10-25 20:00:00,1,0.458272686567164,5.92194,2008-10-26 09:00:00,7.6760675,57600s (~16 hours),0.458272686567164,5.92194,2008-10-26 09:00:00,2008-10-26 10:00:00,7.6760675,237600s (~2.75 days),2008-10-26 02:00:00,2008-10-28 14:00:00,216000s (~2.5 days),2964072.51077846,1254127.18412482,1709945.32665363,2,96.6250003513641,2008-10-26 22:00:00,0.977,"Q5",21600,46800,46800,72000s (~20 hours),144000s (~1.67 days),4.477305,57600s (~16 hours),0.0023775,19.0722222915758,0.010385,0.0125525,0.412315,3.32561,14.67286,141.45633,237600,1224964800,1225202400,237600,NA,FALSE,FALSE,FALSE
"155",155,155,155,NA,2008-10-29 05:00:00,2008-10-31 13:00:00,201600s (~2.33 days),2062657.50750058,1172159.10812924,890498.399371346,2008-10-29 05:00:00,1,0.225477543859649,3.25704,2008-10-29 19:00:00,3.213055,36900s (~10.25 hours),0.313468048780488,3.25704,2008-10-29 19:00:00,2008-10-29 19:00:00,3.2130475,144000s (~1.67 days),2008-10-29 19:00:00,2008-10-31 13:00:00,151200s (~1.75 days),1714007.50623276,866554.135464871,847453.370767891,1,79.4250002888185,2008-10-30 12:00:00,0.961,"Q5",50400,61200,61200,61200s (~17 hours),90000s (~1.04 days),3.2113475,46800s (~13 hours),0.3218925,34.0027779014244,0.15426,1.29351,3.0068125,8.004105,20.6472375,149.42479,201600,1225256400,1225458000,201600,NA,FALSE,FALSE,FALSE
"156",156,156,156,NA,2008-11-05 20:00:00,2008-11-12 04:00:00,547200s (~6.33 days),7761417.52822337,3499849.49069692,4261568.03752645,2008-11-05 20:00:00,3,0.264078496732026,5.28918,2008-11-08 18:00:00,10.1010025,101700s (~1.18 days),0.00168857142857143,0.015,2008-11-06 14:00:00,2008-11-06 13:00:00,0.008865,72000s (~20 hours),2008-11-07 00:00:00,2008-11-12 04:00:00,446400s (~5.17 days),7276705.02646078,3015452.25500153,4261252.77145925,3,123.891667117182,2008-11-09 14:00:00,0.99,"Q5",100800,72000,259200,223200s (~2.58 days),223200s (~2.58 days),7.26784,450000s (~5.21 days),1.0553375,20.6763889640758,0.000325,0.000325,0.0007725,0.9068775,22.60022,131.9444525,547200,1225915200,1226462400,547200,NA,FALSE,TRUE,FALSE
"157",157,157,157,NA,2008-11-13 00:00:00,2008-11-14 15:00:00,140400s (~1.62 days),2226255.00809548,1030643.27192916,1195611.73616632,2008-11-13 00:00:00,2,0.19512225,1.62247,2008-11-13 13:00:00,1.9512225,22500s (~6.25 hours),0.409067368421053,1.62247,2008-11-13 13:00:00,2008-11-13 11:00:00,1.94307,64800s (~18 hours),2008-11-13 10:00:00,2008-11-14 15:00:00,104400s (~1.21 days),1981335.00720486,786133.881367573,1195201.12583729,1,111.916667073637,2008-11-14 02:00:00,0.986,"Q5",36000,46800,46800,57600s (~16 hours),46800s (~13 hours),1.9440875,64800s (~18 hours),0,30.0500001092729,4.75e-05,0.1698925,0.845445,4.91624,22.6686975,130.56983,140400,1226534400,1226674800,140400,NA,FALSE,FALSE,FALSE
"158",158,158,158,NA,2008-11-14 17:00:00,2008-11-19 07:00:00,396000s (~4.58 days),4201860.01527951,3027934.65095034,1173925.36432917,2008-11-14 17:00:00,1,0.0499311711711712,0.48294,2008-11-17 17:00:00,1.38559,80100s (~22.25 hours),0.0559834343434343,0.48294,2008-11-17 17:00:00,2008-11-17 18:00:00,1.38559,352800s (~4.08 days),2008-11-17 11:00:00,2008-11-19 07:00:00,158400s (~1.83 days),1992710.00724623,1079735.62055834,912974.386687882,1,77.4777780595155,2008-11-18 08:00:00,0.958,"Q5",237600,54000,54000,75600s (~21 hours),82800s (~23 hours),1.2905125,NA,0,36.533333466182,0.0075675,0.012395,1.951665,3.1667575,24.31902,132.5101075,396000,1226682000,1227078000,396000,NA,TRUE,FALSE,FALSE
"159",159,159,159,NA,2008-11-20 23:00:00,2008-11-25 12:00:00,392400s (~4.54 days),3181295.01156836,2353251.83231523,828043.179253133,2008-11-20 23:00:00,3,0.112174363636364,1.64,2008-11-23 14:00:00,3.084795,72000s (~20 hours),0.149219634146341,1.64,2008-11-23 14:00:00,2008-11-23 14:00:00,3.0590025,291600s (~3.38 days),2008-11-23 07:00:00,2008-11-25 12:00:00,190800s (~2.21 days),1965402.50714693,1153064.65781784,812337.849329089,1,65.7972224614851,2008-11-24 02:00:00,0.941,"Q10",201600,43200,43200,68400s (~19 hours),122400s (~1.42 days),2.2744075,136800s (~1.58 days),0.0060725,25.5361112039698,0.0055275,0.006855,0.0098975,1.22068,14.50301,133.3585925,392400,1227222000,1227614400,392400,NA,FALSE,FALSE,FALSE
"160",160,160,160,NA,2008-11-26 23:00:00,2008-11-29 20:00:00,248400s (~2.88 days),2326325.00845937,1459616.86119495,866708.147264425,2008-11-26 23:00:00,2,0.13221,1.11389,2008-11-28 11:00:00,2.313675,45900s (~12.75 hours),0.205607555555556,1.11389,2008-11-28 11:00:00,2008-11-28 04:00:00,2.313085,158400s (~1.83 days),2008-11-27 10:00:00,2008-11-29 20:00:00,208800s (~2.42 days),2098042.50762925,1232051.54168023,865990.965949024,1,62.133333559273,2008-11-28 04:00:00,0.934,"Q10",39600,-25200,-25200,64800s (~18 hours),144000s (~1.67 days),1.15448,118800s (~1.38 days),0.0256275,23.5180556410759,0.003455,0.025645,0.050665,2.856115,16.54542,131.3943675,248400,1227740400,1227988800,248400,NA,FALSE,FALSE,FALSE
"161",161,161,161,NA,2008-12-02 04:00:00,2008-12-03 22:00:00,151200s (~1.75 days),2354860.00856314,890877.556974454,1463982.45158868,2008-12-02 04:00:00,2,0.272847209302326,1.28,2008-12-02 13:00:00,2.9331075,27000s (~7.5 hours),0.434452592592593,1.28,2008-12-02 13:00:00,2008-12-02 14:00:00,2.932555,93600s (~1.08 days),2008-12-02 09:00:00,2008-12-03 22:00:00,133200s (~1.54 days),2252577.5081912,791454.831321353,1461122.67686985,1,101.683333703091,2008-12-03 09:00:00,0.981,"Q5",18000,72000,72000,86400s (~1 days),46800s (~13 hours),2.932555,194400s (~2.25 days),0.2319475,22.7055556381213,0.0164,0.236715,0.2371525,1.433135,9.0042875,125.2357775,151200,1228190400,1228341600,151200,NA,FALSE,FALSE,FALSE
"162",162,162,162,NA,2008-12-03 19:00:00,2008-12-07 04:00:00,291600s (~3.38 days),3745170.01361882,2069284.10218599,1675885.91143282,2008-12-03 19:00:00,1,0.287545243902439,9.83022,2008-12-04 04:00:00,5.8946775,45900s (~12.75 hours),0.462322941176471,9.83022,2008-12-04 04:00:00,2008-12-04 04:00:00,5.8946175,180000s (~2.08 days),2008-12-04 05:00:00,2008-12-07 04:00:00,255600s (~2.96 days),3407432.51239068,1827995.29829505,1579437.21409563,2,90.5500003292731,2008-12-04 22:00:00,0.972,"Q5",36000,64800,64800,61200s (~17 hours),194400s (~2.25 days),4.2955975,-18000s (~-5 hours),0.034075,46.9736112819244,0.00019,0.7349775,2.943845,3.1646925,9.988605,124.215385,291600,1228330800,1228622400,291600,NA,FALSE,FALSE,FALSE
